x-axis,1,2
second,Volt,Volt
-1.000001E+00,+3.311457E+00,+1.520E-03
-999.001E-03,+3.296708E+00,-19.146E-03
-998.001E-03,+3.300842E+00,-28.631E-03
-997.001E-03,+3.294925E+00,-19.146E-03
-996.001E-03,+3.298945E+00,-19.146E-03
-995.001E-03,+3.295816E+00,+955E-06
-994.001E-03,+3.296822E+00,-8.530E-03
-993.001E-03,+3.301847E+00,-19.146E-03
-992.001E-03,+3.302852E+00,-19.146E-03
-991.001E-03,+3.302965E+00,-19.146E-03
-990.001E-03,+3.301068E+00,-19.146E-03
-989.001E-03,+3.300729E+00,-13.555E-03
-988.001E-03,+3.302852E+00,-19.146E-03
-987.001E-03,+3.302965E+00,-19.146E-03
-986.001E-03,+3.300842E+00,-19.146E-03
-985.001E-03,+3.301847E+00,-19.146E-03
-984.001E-03,+3.302965E+00,-19.146E-03
-983.001E-03,+3.298945E+00,-19.146E-03
-982.001E-03,+3.298718E+00,-19.146E-03
-981.001E-03,+3.302965E+00,-19.146E-03
-980.001E-03,+3.298945E+00,-19.146E-03
-979.001E-03,+3.294925E+00,-19.146E-03
-978.001E-03,+3.295151E+00,-8.530E-03
-977.001E-03,+3.297161E+00,-4.636E-03
-976.001E-03,+3.299058E+00,+389E-06
-975.001E-03,+3.302073E+00,-19.146E-03
-974.001E-03,+3.294698E+00,-19.146E-03
-973.001E-03,+3.301181E+00,-19.146E-03
-972.001E-03,+3.291017E+00,-19.146E-03
-971.001E-03,+3.296708E+00,-19.146E-03
-970.001E-03,+3.300842E+00,-19.146E-03
-969.001E-03,+3.298945E+00,-19.146E-03
-968.001E-03,+3.295151E+00,-19.146E-03
-967.001E-03,+3.298945E+00,-19.146E-03
-966.001E-03,+3.295377E+00,-28.631E-03
-965.001E-03,+3.301847E+00,-19.146E-03
-964.001E-03,+3.298945E+00,+389E-06
-963.001E-03,+3.294925E+00,-3.505E-03
-962.001E-03,+3.297048E+00,-19.146E-03
-961.001E-03,+3.301847E+00,+3.202525E+00
-960.001E-03,+3.294925E+00,+3.176834E+00
-959.001E-03,+3.295816E+00,+3.176834E+00
-958.001E-03,+3.294925E+00,+3.166219E+00
-957.001E-03,+3.294925E+00,+3.176834E+00
-956.001E-03,+3.295038E+00,+3.176834E+00
-955.001E-03,+3.297161E+00,+3.176834E+00
-954.001E-03,+3.300842E+00,-19.146E-03
-953.001E-03,+3.298945E+00,-19.146E-03
-952.001E-03,+3.294925E+00,-19.146E-03
-951.001E-03,+3.302073E+00,-19.146E-03
-950.001E-03,+3.301068E+00,-19.146E-03
