x-axis,1,2
second,Volt,Volt
-1.000001E+00,+3.311796E+00,+3.156168E+00
-999.001E-03,+3.294033E+00,+3.141093E+00
-998.001E-03,+3.299171E+00,+3.167349E+00
-997.001E-03,+3.297161E+00,+3.156734E+00
-996.001E-03,+3.298832E+00,+3.156734E+00
-995.001E-03,+3.290452E+00,+3.156734E+00
-994.001E-03,+3.294925E+00,+3.156734E+00
-993.001E-03,+3.296043E+00,+3.156734E+00
-992.001E-03,+3.298945E+00,+3.156734E+00
-991.001E-03,+3.300729E+00,+3.156734E+00
-990.001E-03,+3.298718E+00,+3.146118E+00
-989.001E-03,+3.292023E+00,+3.156734E+00
-988.001E-03,+3.275729E+00,+3.156734E+00
-987.001E-03,+3.302073E+00,+3.156734E+00
-986.001E-03,+3.293028E+00,+3.156734E+00
-985.001E-03,+3.294925E+00,+3.156734E+00
-984.001E-03,+3.283203E+00,+3.156734E+00
-983.001E-03,+3.296708E+00,+3.156734E+00
-982.001E-03,+3.290452E+00,+3.146118E+00
-981.001E-03,+3.300729E+00,+3.156734E+00
-980.001E-03,+3.294698E+00,+3.176269E+00
-979.001E-03,+3.293141E+00,+3.156734E+00
-978.001E-03,+3.296822E+00,-19.146E-03
-977.001E-03,+3.297827E+00,-19.146E-03
-976.001E-03,+3.298945E+00,-19.146E-03
-975.001E-03,+3.302073E+00,-19.146E-03
-974.001E-03,+3.304862E+00,-19.146E-03
-973.001E-03,+3.300063E+00,-19.146E-03
-972.001E-03,+3.298945E+00,+389E-06
-971.001E-03,+3.306093E+00,-3.505E-03
-970.001E-03,+3.293932E+00,-28.631E-03
-969.001E-03,+3.300063E+00,-19.146E-03
-968.001E-03,+3.299849E+00,-19.146E-03
-967.001E-03,+3.288668E+00,-14.686E-03
-966.001E-03,+3.298945E+00,-9.661E-03
-965.001E-03,+3.301847E+00,-4.636E-03
-964.001E-03,+3.295264E+00,-19.146E-03
-963.001E-03,+3.312349E+00,-19.146E-03
-962.001E-03,+3.302965E+00,-9.661E-03
-961.001E-03,+3.294259E+00,-19.146E-03
-960.001E-03,+3.302852E+00,-19.146E-03
-959.001E-03,+3.303857E+00,-19.146E-03
-958.001E-03,+3.302512E+00,-8.530E-03
-957.001E-03,+3.300063E+00,-13.555E-03
-956.001E-03,+3.302852E+00,-19.146E-03
-955.001E-03,+3.315477E+00,-23.606E-03
-954.001E-03,+3.299171E+00,-19.146E-03
-953.001E-03,+3.304083E+00,-19.146E-03
-952.001E-03,+3.295264E+00,+389E-06
-951.001E-03,+3.295816E+00,-19.146E-03
